Year,COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),TOTAL AREA (1000 ha),FOREST AREA (1000 ha),BARREN AND UNCULTIVABLE LAND AREA (1000 ha),LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha),PERMANENT PASTURES AREA (1000 ha),OTHER FALLOW AREA (1000 ha),NET CROPPED AREA (1000 ha),GROSS CROPPED AREA (1000 ha),CROPING INTENSITY (Percent),NITROGEN CONSUMPTION (tons),PHOSPHATE CONSUMPTION (tons),POTASH CONSUMPTION (tons),TOTAL CONSUMPTION (tons),TOTAL PER HA OF NCA (Kg per ha)
1993,11,20,2713,1704,167,138,17.1,44.4,79.5,1176.9,1413,121.91,58913,20676,7672,87259,77.2
1993,0,0,0,1566,167.2,147.7,118.4,73.1,28.4,982.5,1179.3,120.85,51946,17581,8549,78069,81.54
1993,9,18,3402,1061.2,143.9,,31.1,80.2,47.9,585.6,688.9,,40293,12283,,,108.21
1993,16,38,2623,862,50.3,45.5,47,18.3,50.8,595.8,654,110.65,44499,16779,13767,75042,130.58
1993,24,55,2301,1491.8,38,65.8,6.1,68.4,120.9,1086.8,1151.9,107.72,40529,15931,8147,64601,62.49
1993,5,5,2002,779.3,150.1,47.2,,42.1,31.6,420.3,476,117.08,55499,,16790,90308,219.88
1993,2684,523,1943,1101.2,38.1,19.5,,35.1,51.1,852.9,1245.2,150.16,,6979,2032,30899,37.35
1993,385,628,1634,1117.9,27.4,28.6,45.2,41.4,43.7,832.6,942.6,114.64,20994,7361,1740,30091,37.31
1993,2264,2774,1234,1036.1,,21,33.9,,17.6,731.3,791.5,109.4,36583,11160,3887,51625,74.88
1993,0,0,0,1416.9,5.2,25.5,31,41.1,103,1039.9,1362.2,,28682,10875,2741,42298,42.75
1993,2165,3611,1671,,115.8,29.3,47.1,40,18.4,703.5,,119.43,28266,9796,1785,39837,60.79
1993,3020,6457,2143,1058,67.9,24.7,55.3,46.2,15.9,831.1,,125.61,25749,9241,2516,37503,49.34
1993,3237,6403,1982,1225.7,311.6,21.2,42.5,57,15.5,754.1,940.1,126.76,24557,7886,3062,35502,50.26
1993,3881,707,1822,1354.9,258.3,43.4,45.6,64.8,32.7,859.9,940.9,110.21,24368,6628,2541,33532,42.08
1993,1296,248,1891,629.9,62.4,13.8,47.7,42.5,28,,393,104.62,12380,6097,5056,23528,63.74
1993,515,81,1501,990.4,186.9,23.5,72.9,81.4,,557,593.8,107.46,20884,,1863,,58.63
1993,0,0,0,929.9,,,89.4,141.3,11.4,373.3,459.2,125.87,19539,4244,1140,24914,68.09
1993,577,944,1644,2587.4,1506.6,45.7,135.6,127.5,24,665.9,780.2,119.24,17458,4521,921,22893,36.53
1993,0,0,0,650,30,25,54,29,13,,703.6,155.42,21975,6137,3198,31304,69.64
1993,5,0,0,886,145,36,41,63,23,469,659,143.99,5510,1779,617,7900,18.95
1993,0,0,0,1093,174,22,101,40,14,683,1209.9,180.34,25813,3987,3529,33325,52
1993,7,0,0,1094,,,51,49,9,436,670,,5190,1288,637,7111,17.45
1993,49,5,854,1224,622,7,62,31,11,482,881.3,187.54,27121,1913,1213,30241,64.26
1993,13,16,1084,1160,533,5,38,27,6,540,819.4,153.56,4227,1692,690,6604,14.27
1993,0,0,0,835,251,30,39,41,10,305,415.2,137.49,2879,963,322,4163,16.77
1993,,34,2093,2704,888,,193,109,76,762,1149.2,151.68,8445,1908,1207,11554,16.2
1993,0,0,0,1041,482,17,43,30,8,434,545.4,128.31,5595,1515,,7646,21.73
1993,0,0,0,1047,331,46,71,48,27,470,,157.91,16149,1694,2109,19946,43.53
1993,0,0,0,1751,623,69,,90,27,691,953.8,139.85,26985,,4037,40876,60.32
1993,13,4,1114,981,400,14,33,76,19,339,408.2,123.66,3015,1066,668,4743,15.15
1993,0,,0,358,24,10,46,0,0,281,483,175.04,59864,17116,124,77099,278.33
1993,34,116,3772,510,16,3,50,0,0,443,822,190.56,103104,20111,503,123712,
1993,0,0,0,164,4,6,19,4,2,135,260,196.98,32569,8706,418,41687,314.42
1993,3,0,0,344,7,6,16,0,0,317,529,171.15,,17773,1812,90846,292.32
1993,5,0,0,392,130,,7,5,0,243,392,162.74,32565,7117,,40597,170.74
1993,6,9,17501,390.1,14.15,0,51.95,0,0,330,626.05,191.54,102691,24892,1603,129186,399.05
1993,1206,5970,4954,,23.14,2.74,56.5,7,0,901.1,1607.6,,205466,60073,999,266536,
1993,1456,7014,4834,705.24,13.86,,57.5,0,,624.9,1104.4,179.82,122507,32028,344,154873,252.63
1993,241,671,2811,515.12,9.08,3,55.04,0,0,452,887.96,197.44,88878,24432,320,113625,255.49
1993,3,0,0,461.78,17.77,5,44.01,0,2,395,734.99,188.53,104221,26199,3342,133755,341.48
1993,771,161,2072,844.39,50.86,98.26,49.02,84.28,51.67,394.57,462.93,121.76,6396,3355,13,9757,28.97
1993,439,124,2763,767.53,,99.39,44.85,26.03,,508.65,717.63,144.97,16089,3059,100,,41.9
1993,830,204,2441,510.51,104.67,,10.25,22.94,35.07,231.6,340.7,148.52,13765,4264,81,,81.84
1993,17,8,2862,2821.33,25.16,127.89,73.66,213.71,353.58,1500.36,1557.65,107.96,921,213,15,1143,2.76
1993,15,4,2504,809.97,50.99,95,49.43,31.48,25.07,539.45,677.73,129.96,21256,7726,146,29120,57.28
1993,1605,308,1914,1039.45,65.04,156.4,63.36,121.73,64.86,336.6,440.85,133.25,12831,6643,51,19518,62.68
1993,1957,611,3101,2740.05,76.65,38.74,239.44,56.14,182.95,1007.34,1061.58,108.51,24286,4653,59,28988,29.89
1993,0,0,0,,140.76,56.66,37.45,26.21,26.55,258.07,347.2,,11367,4280,103,15747,62.72
1993,109,15,1304,1039.78,171.45,126.11,44.21,82.39,27.76,382.3,549.95,147.08,23788,12794,215,36792,98.73
1993,7,2,3331,1689.19,8.85,1.68,73.62,50.33,68.08,1383.08,1406.13,103.6,258,60,0,314,
1993,9,6,2501,386.59,62.44,80.06,25.82,36.78,29.79,123.73,168.62,137.95,1387,788,10,2180,20.74
1993,24128,11848,4912,2065.2,66.33,9.24,123.63,15.8,98.48,1441.83,1787.17,126.23,64872,15647,300,80811,60.2
1993,10,3,3334,1450.63,88.87,84.07,95.5,109.01,64.99,885.07,1157.56,134.89,23733,10079,178,33986,39.53
1993,0,0,0,3841.65,25.94,364.24,93.25,111.53,63.32,301.24,304.47,101.74,0,,0,0,0
1993,255,72,2742,1057.4,20.63,89.54,,49.13,108.81,630.66,791.16,126.21,,1814,48,9288,17.77
1993,82,10,763,635.24,117.96,42.01,28.55,55.64,20.67,310.35,459.84,151.48,8401,4857,49,13302,46.13
1993,8,4,2864,592.68,43.34,16.73,21.73,42.52,20.58,434.39,558.9,131.73,2849,704,10,3558,12.21
1993,227,68,2931,2258.41,8.74,150.92,77.11,128.08,361.73,1181,1241.33,106.29,9656,3476,306,13432,13.4
1993,0,0,0,1224.33,329.01,84.38,,51.84,41.94,,798.17,139.77,40996,16638,286,57918,100.01
1993,511,206,4004,,15.65,65.25,84.73,73.29,75.2,1266.83,1361.92,109.51,10343,5051,82,15469,14.22
1993,1701,450,2631,1237.08,80,148.86,60.25,93.21,,608.17,673.85,112.2,10387,,222,15656,26.91
1993,0,0,0,1005.62,,105.54,55.8,57.92,21.83,481.62,595.02,125.64,14926,5598,26,20548,45.84
1993,2,0,0,775.95,59.93,19.59,33.98,45.7,41.56,530.72,634.74,123.9,3333,1006,7,4343,11.23
1993,520,145,2751,518.95,155.54,79.89,27.72,34.52,32.34,162.44,204.1,130.38,6491,1439,,7943,52.81
1993,11,6,2503,722.15,28.13,35.63,41.78,60.98,17.87,470.66,524.89,,5753,3007,,8878,20.89
1993,9,6,2504,1919.56,405.05,477.21,182.46,155.09,83.19,339.33,483.54,147.9,12448,3989,113,16542,51.32
1993,204,412,2041,1828.39,537.28,113.39,122.07,29.87,41.25,862.83,1151.7,134.83,33080,15682,19317,68076,82.17
1993,,735,4303,1210.47,184.9,21.71,206.7,10.08,58.25,466.19,521.34,112.88,38828,13140,20587,72552,160.29
1993,23,71,3402,1088.59,85.94,41.77,181.75,5.79,70.49,615.04,871.64,144.53,62766,23668,33271,119702,198.25
1993,282,70,2431,1304.35,302.57,74.31,139.27,11.51,97.64,551.07,598.77,112.67,35558,16910,23608,,142.29
1993,41,87,2131,1261.08,64.54,17.62,258.58,7.04,213.66,513.89,517.48,103.09,25017,7435,7292,39744,80.79
1993,241,479,1983,1142.68,136.06,51.13,166.91,18.9,222.85,364.57,,118.35,25983,9148,15285,50412,141.65
1993,0,0,0,256.38,147.36,5.71,11.75,8.72,8.72,72.35,75.66,105.86,4681,1616,2532,8828,127.43
1993,0,0,0,169.18,51.37,4.34,27.06,2.1,4.83,89.11,113.82,128.53,7875,2916,3778,14562,173.1
1993,0,0,0,25,,4,24,0,0,0,0,0,38347,16972,3170,58482,207.76
1993,154,36,22668,807,172,86,78,30,,,328,147.09,54290,11652,1746,67685,304.15
1993,111,239,21640,956,99,61,66,48,76,410,462,117.55,23839,7495,692,32017,82.86
1993,302,72,22670,1849,316,23,75,30,105,679,727,108.93,33241,17059,3611,53902,81.5
1993,224,53,23184,1426,,93,119,94,119,479,603,130.53,60573,24391,4798,89758,190.96
1993,572,1635,28634,1286,373,59,59,54,255,,489,127.55,60239,19837,2832,82904,215.02
1993,401,138,3404,1584,745,90,126,43,34,462,495,110.97,41082,11821,2297,55195,122.25
1993,313,870,27972,1191,255,86,74,59,54,354,445,126.85,55286,16563,3039,74883,214.72
1993,1482,2486,1681,1621,693,44,66,15,61,,,104.72,15532,3842,279,19651,
1993,124,3,1634,587.79,107.25,9.21,63.76,4.35,8.29,396.05,636.63,164.14,73429,9269,1208,83902,214.38
1993,130,35,2543,,19.2,11.08,55.15,4.56,7.42,327.88,513.26,159.37,70750,9195,939,80879,249.94
1993,95,16,1541,597.65,13.11,13.93,79.48,1.74,17.02,456.42,743.81,165.6,87521,14644,1296,103456,229.16
1993,98,18,1583,496.07,9.75,16.82,52.53,3.51,12.2,391.66,661.97,171.99,51241,11055,727,63016,164.55
1993,406,9,1991,,4.47,26.35,45.71,5.57,15.49,398.3,635.48,163.91,36444,10491,388,47320,
1993,24,34,1522,377.31,3.33,9.73,36.07,2.64,10.08,312.74,442.03,145.42,23836,,309,31181,102.66
1993,29,7,1602,483.06,39.46,19.43,41.88,4.39,13.86,347.67,466.87,,33132,11688,,45281,133.99
1993,0,0,0,434,8.19,28.09,31.38,6.04,33.27,294.81,471.95,162.84,30018,8634,315,38965,
1993,23,6,1901,446.28,1.47,12.58,,2.96,27.44,308.55,512.26,166.8,35191,7728,352,43268,145.14
1993,0,0,0,410.49,2.31,,47.91,1.39,9.92,327.34,513.17,159.33,58046,7945,688,66670,205.29
1993,6,0,0,522.52,9.9,15.56,45.47,,21.12,404.68,633.13,157.48,52714,8127,835,61670,155.15
1993,0,0,0,599.38,15.92,14.06,52.22,1.75,9.42,490.81,783.76,163.14,91756,16060,2096,109907,228.84
1993,3,0,0,459.5,15.24,11.28,40.5,2.32,14.08,361.37,577.67,163.81,55220,7128,646,62992,179.25
1993,0,0,0,357.9,81.64,7.98,36.33,3.26,6.42,222.34,379.98,174.77,43671,6017,1573,,235.55
1993,0,0,0,237.34,8.61,10.56,27.16,4.01,3.38,195.26,336.74,174.59,34691,6332,1184,42199,222.48
1993,6,0,0,485.8,49.02,11.8,54.52,1.6,8.57,342.58,458.45,135.52,57800,4304,690,62788,187.44
1993,0,0,0,430.06,9.47,23.24,43.92,6.9,27.23,285.01,460.3,164.37,40250,6251,913,,167.91
1993,0,0,0,440.66,41.37,25.21,38.58,5.12,18.69,292.67,452.27,156.44,24870,3383,205,28453,101.21
1993,0,0,0,423.98,9.19,13.65,46.7,3.48,20.48,294.19,381.02,133.92,24902,2959,394,28250,101.35
1993,0,0,0,730.46,,33.91,85.76,6.15,41.22,471.43,612.35,133.58,54736,10928,937,66593,144.46
1993,0,0,0,1009.91,106,53.26,,9.16,41.29,556.83,,119.78,13409,7714,208,21322,42.57
1993,0,0,0,457.21,26.7,15.61,34.25,2.12,9.69,354.49,393.2,114.39,8742,4287,94,13116,41.1
1993,0,0,0,784.81,80.78,39.83,48.44,3.42,33.02,506.69,587.51,120.44,7333,2353,176,9860,22.57
1993,4,0,0,510.13,80.4,14.49,60.86,3.31,17.05,317.67,493.01,157.05,49270,8448,2090,59800,192.83
1993,0,0,0,1205.49,512.12,50.3,88.2,2.21,60.17,373.86,537.59,146.76,17012,5042,296,22345,62.09
1993,0,0,0,401.71,0,10.45,,4.49,22.09,291.16,,150.26,,4908,429,37603,131.49
1993,0,0,0,336.21,0,10.14,42.03,2.07,6.26,264.33,390.28,148.69,39594,6489,796,46872,180.99
1993,3,0,0,300.27,0,14.74,37.33,4.59,9.94,224.22,345.27,158.97,32087,5031,437,37553,173.52
1993,0,0,0,645.24,58.87,7.2,68.9,3.41,13.97,472.93,753,160.81,53594,11772,2032,67393,144.4
1993,0,0,0,539.8,1.56,16.54,70.69,4.61,9.73,418.68,646.11,159.19,,15930,3472,94429,228.17
1993,0,0,0,730.71,8.63,9.18,85.39,2.63,,580.68,872.19,151.2,57477,10773,947,69195,121.57
1993,0,0,0,596.77,1.62,15.14,73.62,4.52,18.29,439.62,683.18,157.66,42330,9487,609,52418,121.78
1993,0,0,0,254.93,15.41,13.25,25.04,7.12,21.74,143.79,209.16,149.14,16372,3685,411,20462,146.32
1993,0,0,0,462.26,17.6,19.27,40.68,6.71,41.3,286,419.23,149.72,26859,3757,185,30796,111.81
1993,0,0,0,,8.3,11.63,61.61,1.68,20.5,422.36,590.01,140.64,36496,4933,492,41918,100.71
1993,0,0,0,,12.13,22.61,48.25,,32.21,402.05,590.66,151.89,21138,,271,25826,65.88
1993,0,0,0,772.57,168.62,8.29,76.99,2.01,11.2,470.21,652.76,141.56,56381,8626,2285,67286,146.7
1993,0,0,0,446.69,2.23,11.82,63.97,6.22,,295.71,468.13,161.7,61445,19094,428,80960,279.64
1993,0,0,0,,71.44,10.35,76.13,2.74,27.42,484,691.53,146.15,25940,,337,31664,66.82
1993,0,0,0,691.7,104.68,10.61,75.27,4.68,10.97,466.5,702.53,155.03,21385,5539,533,27450,63.35
1993,0,0,0,441.18,5.79,18.5,52.09,6.4,27,282.91,435.13,157.1,22080,4361,457,26892,97.07
1993,0,0,0,365.42,2.45,11.86,44.21,4.82,20.78,219.99,338.21,157.77,23174,3993,212,27372,129.56
1993,0,0,0,451.58,11.48,14.67,55.03,4.01,,284.17,473.63,167.85,38057,6222,710,44987,162.86
1993,0,0,0,703.81,407.51,8.61,34.72,4.17,8.28,208.32,348.1,172.41,58707,12297,3474,74473,367.48
1993,0,0,0,730.7,394.97,34.18,20.45,62.72,,110.28,184.09,167.8,622,276,34,925,10.46
1993,0,0,0,641.2,332.35,27.88,19.71,85.51,14.04,65.93,,179.99,402,154,46,598,13.34
1993,0,0,0,843.38,525.04,167.88,21.09,23.82,2.61,47.16,72.14,159.31,206,169,35,402,12.86
1993,0,0,0,821.63,727.29,22.21,7.92,17.98,6.89,30.52,49.26,,261,206,15,476,17.06
1993,0,0,0,,398.2,14.01,14.82,4.8,10.25,74.81,113.03,155.62,277,186,30,488,8.75
1993,0,0,0,761.65,455.26,,,45.22,19.81,93.79,142.79,156.57,324,132,28,476,9.26
1993,0,0,0,311.38,213.69,2.66,19.12,1.08,7.76,,91.71,166.9,3194,810,180,4181,82.04
1993,0,0,0,395.5,3.2,6.2,130.15,0,0,291.2,638.9,223.41,29941,12097,,50985,180.52
1993,0,0,0,536.5,3,3.72,108.78,0,5,406.57,714.5,180.11,30449,12225,10561,53229,134.56
1993,0,0,0,0,0,0,0,0,0,3,732.4,3,49380,20609,13937,83920,0
1993,0,0,0,0,,,0,0,0,1,449.4,1,31775,12846,7855,,0
1993,0,0,0,0,0,0,0,0,0,3,501.9,3,18671,10506,6887,36057,0
1993,0,0,0,0,,0,0,0,0,1,449,3,44842,17975,12341,75153,0
1993,0,0,0,0,0,0,0,0,0,0,162.2,2,21386,11057,,,0
1993,0,0,0,0,0,,0,,0,2,408.5,0,14451,6416,4192,25054,0
1993,0,0,0,0,0,0,0,,0,1,159.6,3,8300,4377,3543,16213,0
1993,0,0,0,0,0,0,0,0,0,0,436.1,3,23552,,7316,,0
1993,0,0,0,,0,0,0,0,0,1,,1,19029,7954,5247,32224,0
1993,0,0,0,0,0,0,0,0,0,,371.5,0,15222,8113,5723,29054,0
1994,0,19,0,903,129,100,114.5,7.5,14,493.5,677.5,138.72,39478,6930,2340,48744,100.37
1994,12,38,3403,1452,535,,,7.5,15,504.5,677.5,134.96,32472,3373,1444,37284,75.05
1994,124,428,3544,1083,327,85,124,29,29,440,757,174.6,85892,21473,11057,118415,274.35
1994,41,157,3834,784,82,49,128,24,22,445,699,159.69,112144,40085,15410,167630,381.25
1994,194,715,3762,884,69,58,186,15,31,480,747,160.09,102858,40369,10810,154032,324.59
1994,1924,7585,3954,1925.44,368.78,110,226.16,60.2,93.38,869.62,1139.16,135.22,134146,47624,13790,195560,227.66
1994,874,225,2543,2038.24,389.88,127,125.36,,157.48,965.52,1084.36,115.44,58421,34080,11548,104044,108.98
1994,82,223,2761,1541,507,239,167,22,65,385,431,112.72,32199,12693,3072,47957,128.88
1994,0,0,0,1502,453,168,143,42,108,476,526,114.76,32178,8410,4904,45488,96.96
1994,6,0,0,694.2,,68.92,76.47,8.24,20.2,,301.48,140.69,3251,89,725,4061,21.66
1994,10,0,0,884.5,200.02,57.09,,22.82,10.94,377.04,531.18,141.19,1973,351,738,3054,10.12
1994,5,0,0,718.1,188.94,51.76,,13.73,6.63,216.6,,140.5,2212,241,878,3324,19.55
1994,2,0,0,1034.1,310.35,108.79,,17.15,15.94,385.48,601.2,159.11,2580,391,1127,4091,14.64
1994,8,2,1433,988.7,231.26,33.41,109.85,46.53,8.81,497.7,739.01,151.18,4248,1259,3961,9463,23.05
1994,72,9,882,1046.4,312.62,594.48,0,,0,136.3,186.36,140.59,21,33,0,48,1.36
1994,5,0,0,553.4,115.88,88.19,126.63,22.15,8.34,166.05,262.53,164.4,362,40,122,,6.16
1994,10,,1252,557.5,113.71,27.91,53.39,23.82,3.39,329.99,518.59,161.98,5367,921,1849,8133,26.86
1994,5,0,0,904.1,216.78,44.07,154.82,21.05,13.18,381.3,483.14,128.52,2384,562,1391,,13.39
1994,0,0,0,785.2,0,33.8,130.3,2.9,6.3,508.1,709.4,142.3,32678,7247,2217,42137,86.09
1994,0,0,0,872,,10.8,160.4,5.9,10.4,537,812.5,153.68,29634,7559,1661,38850,76.61
1994,0,0,0,404.2,0,37,56.3,6.4,13,258.5,401,161.17,,2139,124,22286,91.56
1994,0,0,0,,7.1,55.2,142.3,4.2,21.9,648.2,980.9,153.1,59569,7463,6129,73154,117.03
1994,3,3,5004,696.1,0,35.6,76.7,1.7,12.3,518.1,771.7,152.91,38091,8572,2456,49113,97.53
1994,0,0,0,552.1,8.7,15.3,87.4,2.5,5.4,376.6,531.2,143.92,41060,6335,2012,49401,134.23
1994,0,0,0,975.7,137.9,81.4,115.8,4.2,53.3,503.2,693,138.2,49436,9066,5145,63640,129.72
1994,0,0,0,562.9,49.4,68.7,83.1,6.9,11.1,216.1,244.2,116.19,27069,5419,3485,35969,172.57
1994,0,0,0,1231.2,159.8,63.9,146.6,7.3,26.4,620.8,804,130.61,27182,10213,2821,40211,
1994,0,0,0,1906.99,417.32,,146.25,138.86,45.38,1052.48,1455.96,142.54,,14508,2979,46446,48.25
1994,0,0,0,2336.87,848.39,109.32,103.92,138.71,50.23,876.26,907.99,105.74,3719,1729,444,5889,10.73
1994,0,0,0,1534.68,176.92,20.42,146.6,148.54,37.18,953.85,1228.58,,49276,21295,6106,76672,82.72
1994,0,0,0,1036.05,124.61,119.87,74.46,105.14,32.41,542.59,579.09,109.55,14930,4243,911,20080,38.07
1994,0,0,0,,540.1,24.64,112.22,272.93,41.68,599.07,681.73,115.87,6348,,406,9372,19.72
1994,1197,-6,-8,,13.5,72.92,81.45,37.51,6,600.95,656.21,110.23,57600,12611,6001,76206,130.23
1994,5429,-7,-8,675,39,19.4,40.4,49.1,6.2,498.5,559.6,115.56,23760,13731,825,38311,78.47
1994,2315,-7,-6,1236.7,153,38.6,69.9,72.6,0,828.5,1116.5,137.44,34992,10632,,46860,58.63
1994,9333,-8,-9,782.3,146,25.3,105.1,28.3,0,415.3,420.5,104.77,17088,5114,2926,25119,63.63
1994,13613,-7,-8,979.9,35.5,101.9,73.2,71.4,7.2,617.6,669.1,110.56,35894,18007,1241,55140,92.86
1994,0,,0,517.5,125.9,17.8,38.7,8.8,0,309.4,339.2,111.01,21702,9780,5620,37094,122.28
1994,0,-8,0,228.9,171.8,0,7.6,0,0,57.6,57.9,103.53,41,,0,47,2.81
1994,,-8,-7,1019.1,44.4,161.2,66.8,81.4,6.4,611.7,721.5,119.49,17922,11170,935,30025,53.16
1994,3540,-7,-8,1059,203.3,34,55.4,113.4,1.1,569.5,667.2,119.04,33821,19073,3094,55984,100.65
1994,1145,-9,-9,690.1,13.8,36.6,87.5,31.5,5.9,516.4,651.8,129.32,70860,7969,,82597,161.56
1994,5990,-8,-9,4568.2,289.8,1711.4,75,71,0,672.4,702.8,108.84,15640,4085,295,,33.9
1994,9366,-7,-8,932.37,20.8,16.28,74.35,57.59,3.4,733.25,967.89,134.13,58255,12717,2161,73129,102.14
1994,1067,-9,-9,886,225.4,41.8,62.3,32,5.2,474.4,589.3,128.27,22991,6367,211,29562,66.44
1994,11925,-8,-9,1112.5,38.9,110.7,72.1,88.8,2.4,745.7,891.1,,50026,24709,4079,78810,106.97
1994,1727,-7,-8,732.8,131.7,39.8,44.1,35.3,2.5,428.5,535.5,125.8,36606,12172,2487,51259,120.9
1994,202,,-8,779.2,143,64.8,84.6,27.2,0,430.2,477.6,115.3,51641,22597,13792,88026,208.57
1994,35462,-6,-6,1049.9,50.6,131.6,54.3,49,9.1,651.7,691.2,108.4,15731,7240,824,23791,37.67
1994,2535,10731,4243,1431.81,25.97,26.2,80.49,0,0,1230.05,2044.41,,163669,46326,379,210372,172.58
1994,5,0,0,482,8,18,86,6,0,348,519,150.71,25566,10700,15,36281,107.46
1994,526,,3353,322.04,7.54,5.36,34.68,0,0,275.46,548,204.77,51033,9605,10,60643,227.39
1994,6,0,0,382,38,12,51,6,0,264,434,167.5,49995,11926,800,,239.44
1994,5,0,0,730.96,16.46,8.64,92.32,11,0,599.54,1149,196.43,170809,36953,1074,208834,354.66
1994,119,361,3104,,19.39,14.52,,7,0,490.51,711.48,145.53,62091,22550,334,84970,177.58
1994,4,0,0,118.7,13.4,8.2,18.5,43.6,3.1,36.4,62.6,188.04,1926,46,25,1991,65.42
1994,0,0,0,656.8,274.6,7.2,13.5,357.3,1.01,43.4,67.2,154.42,735,25,24,779,19.35
1994,7,5,33337,842.7,,50.3,121.3,107.3,6.3,200.9,362.4,185.1,11605,922,421,12939,67.38
1994,0,0,0,,31.5,35.1,13.4,163.6,4.1,8.6,10.3,126.37,70,15,10,92,15.58
1994,0,0,0,53.1,0,5.7,5.6,,2.3,39.1,59.7,164.6,878,98,173,1147,33.69
1994,0,0,0,915.16,112,544.57,4.6,96.4,1.1,5.1,,108.45,123,74,57,255,81.97
1994,9,6,4003,195.6,21,15.1,11.6,79.7,5.7,43.3,,171.94,2270,183,84,2535,68.43
1994,0,0,0,396.1,175.3,16,13.4,101.2,2.14,95.8,167.3,177.31,3726,318,245,4284,
1994,0,0,0,515.1,116.6,17.6,11.9,203.8,6.8,76.3,,145.25,1851,555,850,3249,48.31
1994,5,4,5003,226.75,49,8.8,13.9,64.7,38.2,45.4,82.2,191.89,1690,189,105,1982,50.78
1994,0,0,0,1799.13,755.47,147.25,117.22,25.47,183.48,244.72,293.19,122.46,20258,2134,393,22778,97.23
1994,0,0,0,303.57,43.73,41.85,57.78,4.33,35.22,62.18,61.65,108.26,3291,,354,3881,68.68
1994,0,0,0,1274.7,557,85.8,46,,124.1,178.4,275.3,,18366,1680,263,,115.44
1994,0,0,0,1825.4,342.6,101.9,141.7,4.5,199.7,584.8,618.2,107.08,42734,7842,1553,52119,90.58
1994,8,4,4002,782.47,72.32,66.17,75.86,113.52,25.51,347.55,369.1,109.96,22222,6672,3093,31983,93.82
1994,95,21,2094,1068.76,47.98,70.54,84.74,106.73,,565.27,591,107.12,17211,7847,2897,27952,51.8
1994,4284,1253,2923,1247.28,342.46,70.24,94.19,87.16,40.05,555.62,681.24,124.11,33816,12237,14099,60147,112.44
1994,0,0,0,502.24,26.77,25.66,63.68,41.03,,,318.31,131.47,36728,8963,6395,52085,211.88
1994,624,185,2943,664.6,57.03,35.55,75.04,41.79,21.37,,456.38,116.32,24188,10534,8127,42841,
1994,3046,,2543,1058.55,328.43,23.28,100.39,189.41,40.05,321.48,387.33,,22165,,6530,40865,131.5
1994,188,36,1782,723.08,201.49,,,108.78,10.85,292.39,331.4,117.43,14702,7470,7665,29832,105.72
1994,3511,967,2751,1019.51,93.83,,67.08,114.95,31.62,585.56,696.09,122.35,,18880,6419,,101.08
1994,7983,1645,2063,957.22,122.25,60.72,83.72,9.08,11.49,546.89,639.81,120.84,48666,15770,11885,76316,142.8
1994,21204,3278,1554,1382.2,118.3,22.41,67.07,20.69,24.63,,1334.21,125.62,34260,22051,8512,,64.19
1994,7709,1776,2302,1348.38,192.42,46.34,72.37,28.85,12.83,901.34,1016.16,113.75,41347,13026,7250,61613,70.43
1994,387,68,1754,,27.09,22.53,24.92,,32.05,375.77,451.27,121.85,5725,2632,580,8930,26.02
1994,9466,2681,2833,1389.34,50.62,39.71,63.43,38.5,58.77,932.91,1081.47,117.19,71976,25365,13159,110496,119.82
1994,0,0,0,834.6,227.94,74.3,93.2,35.46,20.5,,299.4,138.33,7225,3122,8350,,87.03
1994,422,44,1032,1027.68,831.61,22.33,21.34,21.57,,114.69,129.06,117.69,3299,1168,,5248,48.39
1994,0,0,0,140.06,0,3.24,26.95,0,5.56,103.95,169.46,162.72,5649,2445,4418,12502,125.43
1994,0,0,0,569.67,83.06,17.84,48.35,1.36,4.37,389.03,499.78,133.54,8765,4824,8075,21656,60.24
1994,0,0,0,341.31,,6.04,42.8,2.18,4.55,222.36,274.46,126.74,10361,5254,8874,24485,115.11
1994,0,0,0,634.52,220.87,15.69,39.38,2.52,,,403.15,119.16,18178,8140,19739,46047,138.31
1994,0,0,0,372.15,96.48,3.06,29.4,3.11,5.68,240.45,347.9,148.48,8270,4695,9411,22373,94.82
1994,0,0,0,366.23,106.42,,27.34,2.08,5.8,210.76,274.01,132.82,7046,3031,4336,14404,70.99
1994,1231,340,27424,440.98,137.26,8.3,38.56,4.08,,210.48,348.25,168.81,13354,5060,7006,25417,122.32
1994,0,0,0,522.59,240.65,1.75,40.82,1.02,4.33,241.81,339.66,142.81,8302,4422,6610,19330,82.93
1994,0,0,0,301.39,105.62,4.04,,4.07,,157.74,217.75,140.68,6886,3178,5811,15871,104.21
1994,0,0,0,221.6,53.86,3.78,24.72,4.03,4.51,145.12,199.9,140.32,5040,2894,3885,11812,84.95
1994,0,0,0,,56.23,86.76,65.74,99.93,43.22,477.71,603.78,130.45,13487,9503,624,23608,52.51
1994,0,0,0,928.5,497.7,13.45,47.34,31.29,15.82,281.84,377.55,136.68,7406,3163,381,10945,40.24
1994,113,470,4194,1186.9,447.4,29.49,53.98,53.55,31.49,497.45,603.1,122.77,10699,4537,923,16154,33.66
1994,0,0,0,516.6,137.3,5.03,24.87,30.53,9.92,296.25,378.17,128.16,7411,6304,335,14045,49.72
1994,0,0,0,1325.5,577.4,72.29,19.78,38.34,63.03,440.59,567.35,131.61,2219,567,58,2840,7.45
